"Plot_Nr" "Block" "Species_richness" "Functional_composition" "Nitrogen" "Fungicide" "Combination" "CWM_SLA" "MPD_SLA_abundance" "MPD_SLA_presence" "Aboveground_biomass" "Herbivory" "Pathogens" "Soil_respiration" "Plant_N_uptake" "Plant_P_uptake" "Belowground_biomass" "BGlucosidase" "Phosphatase" "Carbon_storage"
"65" 117 2 20 "M" 0 0 "20sp" 19.0507224911615 0.146150673955838 0.140194228357816 15.0151871998771 0.52518100012036 58.4130628535999 4.6350490922 0.160021419457005 0.00741702206564065 1110.399472 2.333131488 4.2468869454 -0.480525079
"66" 119 2 1 "F" 0 0 "As" 19.114815922 0 0 7.21788419247009 0.56 70 5.0431052422 0.113428873343944 0.00992334720576769 166.7851373 2.25438739 2.9653722242 -0.0269999999999997
"67" 120 2 8 "S" 0 1 "82S" 17.3230962792985 0.121506004970028 0.125941549772432 13.680759136039 0.939742503894081 44.2692319549683 5.3131623889 0.409614622513283 0.0143177898538935 217.9308156 2.2645347734 3.5005214912 -0.312142651
"68" 121 2 1 "S" 0 1 "Hp" 15.1261710925333 0 0 16.5757085497577 0.8 76.6666666666667 5.212373901 0.115664131676149 0.0103747892620931 421.4382174 3.5306081466 3.669975594 0.131341095
"69" 122 2 8 "M" 0 0 "89M" 18.1353711784491 0.123269060717576 0.126235170906964 10.6151714480313 0.697706557800425 58.2648143818357 6.775712594 0.128063230148473 0.00655792836724399 256.2053723 3.1303229672 3.5272211802 0.0783780620000001
"70" 124 2 4 "S" 1 1 "45S" 23.1871997638288 0.20883805268998 0.1500925138044 85.1740481724487 1.05070744288873 55.5051458113807 5.1964860173 0.0646956769794203 0.0093718669630792 186.9202536 4.0878754402 4.1099664792 0.11923765
"71" 125 2 8 "S" 0 0 "83S" 19.1444205060721 0.0768073052334433 0.113976615859074 40.3098137011137 0.937675763374657 48.536001901161 4.8968515702 0.114996810345793 0.0137840725042214 2878.204692 1.9744677202 3.6225257448 -0.0371476559999997
"72" 126 2 1 "S" 0 1 "Sp" 20.708884254 0 0 23.5784789241859 1.62 10 6.559851887 0.267768093824779 0.00954872715467028 264.3432574 3.06928286475 4.299017969 0.350226923
"73" 127 2 4 "S" 0 1 "41S" 17.9753478288009 0.12775118273216 0.144989853238881 66.4400831243662 0.709505042189751 62.8208974328205 4.7928746893 0.0806125082326424 0.0196823362475397 122.4730128 2.8873518132 7.1086189176 0.167
"74" 129 2 1 "F" 0 0 "Dg" 23.0203561706667 0 0 16.6705794749242 1.36 91.6666666666667 3.6171697055 0.126560724405948 0.0107787658313123 79.37806874 2.6641494068 4.4449956082 -0.0522265350000004
"75" 130 2 1 "F" 1 0 "Hl" 27.0871723806667 0 0 27.2518542203451 0.7 85 4.5526196576 0.0828577260716182 0.0142124128705939 171.7277487 3.3398151404 4.7225229214 0.0427932680000001
"76" 134 2 1 "S" 0 1 "Am" 13.1740870020667 0 0 21.5885026877708 0.1 43.3333333333333 5.7433906054 1.10251984738356 0.0141307919815971 2426.281635 3.2699226056 3.967369391 0.316033966
"77" 135 2 8 "F" 0 0 "87F" 23.5517982419918 0.174275469792954 0.222936597148819 16.8048450763824 0.600526474004236 82.6376195691858 5.4466574569 0.117325760029541 0.0163937113723176 150.2256609 2.877704558 3.84599432775 -0.089
"78" 136 2 8 "F" 0 0 "83F" 22.1184599365041 0.0852751264708022 0.115829038640593 9.36622403542062 0.657199546485261 93.3648427754119 5.0421707764 0.235648145420861 0.00809270451297416 176.1359922 3.2732197558 2.940361054 -0.00490068666666676
"79" 137 2 4 "M" 1 0 "410M" 17.170215588368 0.160185331499493 0.134945960931615 18.9898082272572 0.371598797228088 47.5045697871785 6.4692908863 0.197380488285974 0.0220248834321329 494.5502298 3.3605329538 3.9230372354 -0.115548909
"80" 138 2 4 "M" 0 0 "48M" 18.0884893797676 0.207353406425862 0.229746057819332 24.5390856711512 0.66703947368421 53.8495276653171 4.8604651208 0.0645259280788 0.0156859507543704 388.7319317 2.5639058852 3.5430479232 0.177524086
"81" 140 2 4 "F" 0 1 "43F" 26.6686721033627 0.14017602790548 0.205247874432462 34.9638151454759 0.701416102136529 82.2878295894106 6.4925280661 0.0717045011501992 0.0122891881291672 274.2105263 3.4686400424 3.199967115 -0.0659999999999998
"82" 142 2 4 "F" 1 0 "46F" 25.5525233781344 0.0969746005174531 0.149963337562193 73.9095359111386 0.574666666666667 99.337416056166 6.1292590095 0.0508940152157169 0.014200428910914 270.7097634 2.6167011112 6.0166776958 0.06078245
"83" 144 2 4 "M" 1 1 "49M" 18.6186605667552 0.078818618543492 0.0905253236879321 37.2766588055219 0.769082568807339 83.3537206931702 5.0477487532 0.10172144734662 0.0102972251123577 383.7660204 3.8076879688 6.2313712666 -0.0107491880000001
"84" 146 2 1 "F" 1 1 "Ga" 24.99033317 0 0 80.2281312086163 0.48 98.3333333333333 6.1069273392 0.0601562489004981 0.00836842919126409 882.7152531 2.4448512496 6.06819665 0.034110552
"85" 148 2 1 "S" 0 1 "Be" 16.3374092446667 0 0 17.1476281660413 0.34 73.3333333333333 6.5825740315 0.0974484487961024 0.00708337321719154 551.366815 2.7255389718 3.8942060848 0.177920649
"86" 149 2 4 "S" 1 1 "42S" 18.2654106685937 0.0714495575150186 0.0802162019345163 36.6208418225042 1.106 36.6239837398374 5.2419845514 0.132839278691601 0.00943496134554102 1106.645057 1.9173273774 4.011326546 0.468888651
"87" 150 2 8 "S" 1 1 "87S" 18.775798605268 0.132401231549727 0.111303275066193 76.7317888110433 0.487122844827586 37.8761631089217 5.3959437123 1.37872058385397 0.00984642315003487 672.0853859 1.80424840133333 4.57833629975 -0.0535601319999999
"88" 152 2 4 "M" 1 1 "45M" 18.1898646990965 0.138108873613691 0.138108873613691 33.5744891181473 1.12845070422535 30.0746268656716 5.7514297426 0.109077727796556 0.0113487250416711 668.1967213 3.5375740382 4.6972774872 0.0328244930000001
"89" 155 2 8 "S" 0 0 "88S" 14.5461618651097 0.0987707268755497 0.115597448133012 23.4186677088262 0.315745047372954 41.0802450812145 6.2880184137 0.135646207844794 0.010444886901459 1008.077053 3.4719729976 4.1931959308 1.5
"90" 156 2 1 "F" 1 0 "Hs" 16.2759245076667 0 0 5.80040587277748 1.12 86.6666666666667 6.2956096171 0.123805535735655 0.0162490986828074 91.9205298 3.7125484096 4.6575906786 -0.0634358110000002
"91" 157 2 4 "S" 1 1 "410S" 16.3436191933568 0.0562744571304293 0.0837250190390619 44.0226116904477 0.107472563472563 29.4385438543854 6.2730970955 0.444865758544031 0.022391299380812 376.4022569 2.7294784342 5.2718115054 -0.122641199
"92" 158 2 20 "M" 0 1 "20sp" 18.7422888081326 0.134937339778362 0.181020168731429 45.1959613401187 0.891928220539791 56.3170200434763 5.8312596672 0.179867910726038 0.0165064925537378 239.904502 2.8822185182 5.7945119186 0.492225933
"93" 159 2 4 "F" 0 0 "42F" 20.2555957752387 0.176691642716523 0.166688655454968 26.9866353854479 0.543989535094028 95.7670754490801 4.945388965 0.149564450281008 0.0101094567103079 218.2820856 4.280735405 6.077749407 0.236
"94" 164 2 1 "S" 0 1 "Pm" 14.4158348891333 0 0 16.9215643754596 0.86 30 6.925058065 0.324253436739073 0.0164530061013231 415.037087 2.7765365352 2.903723881 -0.270107963
"95" 166 2 20 "M" 1 1 "20sp" 20.8195109155112 0.158587316065258 0.131126367192043 30.7135413475666 0.732321078431373 46.1659781890284 9.5930228366 0.314031565833767 0.0218626085092702 517.616241 2.7470278956 4.6729290956 0.471270575
"96" 167 2 1 "F" 0 1 "Ra" 28.42585458 0 0 1.34548569005252 2.18 50 5.9002637319 0.119670994129893 0.0256843528218993 146.4160561 3.1398391564 4.22053295925 -0.413
"97" 86 2 8 "F" 0 1 "82F" 23.5502627746895 0.109246802503574 0.111577020455709 13.7573115340003 0.648180795100402 56.7579915340826 7.5949564184 0.135508852936019 0.0100001923113906 218.8797364 3.406953519 4.039631054 -0.026283023
"98" 88 2 1 "S" 1 0 "Pg" 16.746721456 0 0 17.5113113311331 0.42 73.3333333333333 6.0001317293 0.0670072261621228 0.0102465577969901 401.6715831 2.4117307085 4.02693942 0.126129937
"99" 89 2 8 "F" 1 1 "81F" 21.7567731536965 0.08328496331708 0.18082581812312 18.2743744493933 0.634942683644701 62.9479219001981 6.4774209523 0.119153405695023 0.0148902935723566 237.3467463 2.6424494592 4.0067143978 -0.271718901
"100" 90 2 8 "M" 0 0 "87M" 16.1243449415663 0.148419572626063 0.158192342516497 8.37791398522646 0.371676197879074 47.3138838516662 5.2418388444 0.0658539146427044 0.0118793503480278 644.5216293 3.3046646374 5.6047089244 -0.462976014
"101" 91 2 1 "S" 1 1 "Ao" 19.4948947886667 0 0 8.83139453136972 0.24 45 5.2943945413 0.0651764124193826 0.0112786666109695 72.33375157 3.10442328825 4.6482519578 -0.272
"102" 93 2 1 "F" 0 0 "Lp" 18.5185907566667 0 0 13.2325491892326 0.76 100 4.930212342 0.0855727654248676 0.00894737823177438 332.21589 3.3017023732 4.0527433848 -0.352501661
"103" 94 2 8 "F" 1 0 "89F" 23.8954774880475 0.101080593329608 0.112251561110788 36.4154316701317 0.62839649122807 88.313961323361 6.4170638459 0.0705836852760056 0.00897004006617896 110.5404498 3.3190724204 4.0785097994 -0.428883592
"104" 95 2 1 "S" 0 0 "Dc" 15.8309373347333 0 0 0.738974815270936 0.06 23.3333333333333 4.5143383443 0.172738298688124 0.00924959367856341 107.4499508 2.0773739335 4.5026968076 -0.234
"105" 96 2 1 "S" 0 1 "Cj" 19.86287084 0 0 44.5691522712189 1.38 65 6.3397128852 0.334137014589368 0.00813118308713918 339.5179927 3.8489604838 5.9946830064 -0.271241963
"106" 97 2 1 "S" 1 1 "Fr" 14.2847514037333 0 0 48.4989465873751 0.4 51.6666666666667 6.86663456445 0.0251988510028671 0.00530356601676937 421.3997308 2.9935062172 5.0016763524 0.2080781
"107" 98 2 8 "S" 1 0 "81S" 16.7015828148 0.113152947662918 0.100784900721852 43.480157846686 0.292274774774775 48.3289473684211 6.0378970829 0.209312375049827 0.00519659510051458 660.2514845 3.6109208184 5.7735036486 0.173
"108" 99 2 20 "M" 1 0 "20sp" 20.030152923553 0.143573045117881 0.166946598349856 60.1112954080293 0.492618358588947 61.145290666124 6.439802122 0.0387183674418 0.00858018386108274 294.9642625 3.3408192402 5.8725954414 -0.627
"109" 169 3 1 "F" 0 1 "Dg" 23.354109502 0 0 22.250783410278 0.82 86.6666666666667 4.1599196235 0.145121136397146 0.00826063970393867 174.7923323 1.884593064 3.8046333576 -0.338
"110" 171 3 20 "M" 0 1 "20sp" 19.5790788051269 0.151689288109538 0.198988864735996 27.1801451781987 0.796040293040293 57.5324438338676 5.8087681355 0.139688826833635 0.0110756888629458 114.1578779 2.5677385336 3.6523680958 -0.494595139
"111" 172 3 4 "M" 1 0 "49M" 20.1650952025421 0.107710778123893 0.0930687078604633 36.0945254328369 0.748013090229079 72.3289699236403 5.52543325545 0.112941297479405 0.0176941224740999 198.8849952 2.4999287964 3.183169773 -0.149073907
"112" 174 3 8 "S" 1 0 "82S" 17.3926192998369 0.150652865991906 0.120583334829146 45.000496134226 0.729532396759592 49.7979562704377 4.6826656519 0.0200923010362171 0.0156471744114115 172.4073497 2.39178710325 3.8094850308 0.0298350959999998
"113" 176 3 1 "S" 1 0 "Dc" 16.7508541093333 0 0 11.8841127925849 0.4 23.3333333333333 3.5527745043 0.0465658305151849 0.019003020122841 446.2616822 2.257626153 4.8127373648 -0.149859784
"114" 178 3 1 "S" 1 0 "Pm" 14.4685556553333 0 0 29.3349296309054 0.94 5.66666666666667 5.5274889497 0.155768914999552 0.0228360156589822 515.6494523 3.0574788926 3.9034132404 0.031098268
"115" 180 3 8 "S" 1 0 "88S" 16.0493228382212 0.103946483394849 0.115862022019728 42.990429245283 0.469121553398058 30.054298672526 5.7958014772 0.0900646653819447 0.0238682904336977 179.8479087 2.0866852736 4.2437974098 -0.508655155
"116" 181 3 4 "S" 1 0 "42S" 20.0836865090566 0.0884170824731581 0.09352191210745 28.9853571864468 0.858 53.622641509434 4.6562281456 0.078231168109222 0.0244593918505754 175.4119138 2.3661328162 2.920637003 -0.346
"117" 182 3 1 "F" 0 1 "Ga" 27.1321962553333 0 0 31.5308162656592 0.36 75 7.2643591596 0.102516833176797 0.0157653026252656 235.0982879 3.171642409 3.6123685992 0.316117058
