"Am" "Ao" "As" "Be" "Cb" "Cj" "Dc" "Dg" "Fr" "Ga" "Hl" "Hp" "Hs" "Lp" "Pg" "Pm" "Pt" "Ra" "Sp" "To" "Block" "Plot_Nr"
"279" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 279
"280" 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 0 4 280
"281" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 281
"282" 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 4 282
"283" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 4 283
"284" 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 4 284
"285" 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 4 285
"286" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 286
"287" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 4 287
"288" 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 4 288
"289" 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 4 289
"290" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 290
"291" 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 1 1 0 1 1 4 291
"292" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 292
"293" 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 0 4 293
"294" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 294
"295" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 295
"296" 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 4 296
"297" 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 4 297
"298" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 298
"299" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 299
"300" 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0 1 1 0 1 4 300
"301" 0 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 0 4 301
"302" 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 4 302
"303" 1 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 4 303
"304" 0 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 4 304
"305" 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 4 305
"306" 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 4 306
"307" 1 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 4 307
"308" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 308
"309" 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 4 309
"310" 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 4 310
"311" 0 0 1 0 0 0 0 1 0 1 1 0 1 1 0 0 1 0 0 1 4 311
"312" 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 4 312
"313" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 313
"314" 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 4 314
"315" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 315
"316" 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 4 316
"317" 0 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 4 317
"318" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 318
"319" 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 4 319
"320" 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 4 320
"321" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 321
"322" 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 4 322
"323" 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 4 323
"324" 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 4 324
"325" 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 1 1 4 325
"326" 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 4 326
"327" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 327
"328" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 328
"329" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 329
"330" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 330
"331" 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 331
"332" 0 0 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1 4 332
"333" 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 4 333
"334" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 334
"335" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 335
"336" 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 4 336
